DPT,Age,ActCode,Status,Att
CSIS,63,#N/A,P,56.39810427
CSIS,63,#N/A,PWR,56.39810427
CSIS,64,ITLAB,ABS,61.17903084
CSIS,64,ITLAB,P,65.17510179
CSIS,64,ITLAB,PDG,61.05122508
CSIS,64,ITLAB,PWR,66.70832238
CSIS,64,LEC,ABS,62.13974203
CSIS,64,LEC,CC,58.61601085
CSIS,64,LEC,P,63.9899014
CSIS,64,LEC,PWR,68.35686778
CSIS,64,PRES,ABS,60.85345446
CSIS,64,SEM,ABS,58.61601085
CSIS,64,SEM,P,58.61601085
CSIS,65,Assessment,PDG,60.85345446
CSIS,65,ITLAB,AA,60.71620974
CSIS,65,ITLAB,ABS,61.26248052
CSIS,65,ITLAB,CC,60.6704615
CSIS,65,ITLAB,P,66.6010636
CSIS,65,ITLAB,PDG,60.35841555
CSIS,65,ITLAB,PWR,60.85345446
CSIS,65,LEC,AA,60.57896502
CSIS,65,LEC,ABS,60.26157795
CSIS,65,LEC,CC,60.71620974
CSIS,65,LEC,P,64.16991381
CSIS,65,LEC,PWR,60.85345446
CSIS,65,SEM,ABS,60.85345446
CSIS,65,SEM,P,60.85345446
CSIS,65,SEM,PDG,60.85345446
CSIS,65,#N/A,PDG,60.85345446
CSIS,66,ITLAB,AA,68.35686778
CSIS,66,ITLAB,ABS,63.82237255
CSIS,66,ITLAB,P,63.29618412
CSIS,66,ITLAB,PDG,60.57896502
CSIS,66,ITLAB,PWR,56.39810427
CSIS,66,ITLAB,U,68.35686778
CSIS,66,LEC,AA,68.35686778
CSIS,66,LEC,ABS,60.94425282
CSIS,66,LEC,CC,60.57896502
CSIS,66,LEC,P,63.1082529
CSIS,66,LEC,PWR,64.4679164
CSIS,66,LEC,U,68.35686778
CSIS,66,SEM,ABS,60.57896502
CSIS,66,SEM,P,60.57896502
CSIS,66,STUDIO,P,60.57896502
CSIS,66,#N/A,PDG,62.52344071
CSIS,67,ITLAB,AA,63.75780118
CSIS,67,ITLAB,ABS,62.47720528
CSIS,67,ITLAB,P,60.59872181
CSIS,67,ITLAB,PDG,60.85345446
CSIS,67,ITLAB,PWR,59.73961691
CSIS,67,LEC,AA,62.9651881
CSIS,67,LEC,ABS,60.17066815
CSIS,67,LEC,CC,72.95742232
CSIS,67,LEC,P,60.97302038
CSIS,67,LEC,PWR,72.95742232
CSIS,67,PRES,ABS,60.85345446
CSIS,67,SEM,ABS,51.54494382
CSIS,67,SEM,P,51.54494382
CSIS,68,Assessment,PDG,60.85345446
CSIS,68,ITLAB,ABS,66.82867481
CSIS,68,ITLAB,NM,63.69958275
CSIS,68,ITLAB,P,69.37118242
CSIS,68,ITLAB,PDG,61.56498653
CSIS,68,ITLAB,PWR,61.56498653
CSIS,68,LEC,ABS,64.97536626
CSIS,68,LEC,CC,60.85345446
CSIS,68,LEC,NM,63.69958275
CSIS,68,LEC,O,75.61576355
CSIS,68,LEC,P,65.61930778
CSIS,68,LEC,PWR,62.27651861
CSIS,68,SEM,ABS,60.85345446
CSIS,68,SEM,P,60.85345446
CSIS,69,Assessment,PDG,60.85345446
CSIS,69,ITLAB,ABS,61.83226184
CSIS,69,ITLAB,P,69.93430869
CSIS,69,ITLAB,PDG,60.59579595
CSIS,69,ITLAB,PWR,77.85941449
CSIS,69,ITLAB,U,60.57896502
CSIS,69,LEC,AA,60.85345446
CSIS,69,LEC,ABS,61.53438236
CSIS,69,LEC,CC,60.6704615
CSIS,69,LEC,LAB,81.54761905
CSIS,69,LEC,NM,81.54761905
CSIS,69,LEC,O,81.54761905
CSIS,69,LEC,P,66.19225823
CSIS,69,LEC,PRM,81.54761905
CSIS,69,LEC,PROJ,81.54761905
CSIS,69,LEC,PWR,73.53930212
CSIS,69,SEM,ABS,60.64355077
CSIS,69,SEM,P,61.89314745
CSIS,69,STUDIO,P,60.57896502
